ID del participante,Trial,Respuesta,Tiempo de inicio,Tiempo de aparición de letras,Tiempo de la pulsación,Tecla elegida,Tiempo de aparición de la letra observada,Letra observada
1,0,0,2023-4-23 18:46:11.693,2023-4-23 18:46:16.695,2023-4-23 18:46:17.578,p,2023-4-23 18:46:16.694,s
1,0,1,2023-4-23 18:46:18.7,2023-4-23 18:46:20.14,2023-4-23 18:46:22.231,p,2023-4-23 18:46:22.15,n
1,0,2,2023-4-23 18:46:23.43,2023-4-23 18:46:25.46,2023-4-23 18:46:27.215,p,2023-4-23 18:46:26.47,d
1,0,3,2023-4-23 18:46:27.965,2023-4-23 18:46:29.966,2023-4-23 18:46:31.36,p,2023-4-23 18:46:29.967,n
1,0,4,2023-4-23 18:46:31.478,2023-4-23 18:46:33.486,2023-4-23 18:46:35.691,p,2023-4-23 18:46:35.487,s
1,0,5,2023-4-23 18:46:36.306,2023-4-23 18:46:38.310,2023-4-23 18:46:40.460,p,2023-4-23 18:46:39.311,c
1,0,6,2023-4-23 18:46:41.59,2023-4-23 18:46:43.62,2023-4-23 18:46:44.397,p,2023-4-23 18:46:43.566,n
1,0,7,2023-4-23 18:46:45.303,2023-4-23 18:46:47.310,2023-4-23 18:46:49.918,p,2023-4-23 18:46:49.311,n
1,0,8,2023-4-23 18:46:50.490,2023-4-23 18:46:52.494,2023-4-23 18:46:54.177,p,2023-4-23 18:46:53.495,c
1,0,9,2023-4-23 18:46:54.713,2023-4-23 18:46:56.718,2023-4-23 18:46:58.840,p,2023-4-23 18:46:58.215,l
1,0,10,2023-4-23 18:46:59.686,2023-4-23 18:47:1.686,2023-4-23 18:47:3.265,p,2023-4-23 18:47:2.694,m
1,0,11,2023-4-23 18:47:3.789,2023-4-23 18:47:5.790,2023-4-23 18:47:7.463,p,2023-4-23 18:47:6.295,d
1,0,12,2023-4-23 18:47:7.897,2023-4-23 18:47:9.902,2023-4-23 18:47:11.827,p,2023-4-23 18:47:10.903,s
1,0,13,2023-4-23 18:47:12.195,2023-4-23 18:47:14.198,2023-4-23 18:47:15.668,p,2023-4-23 18:47:14.199,m
1,0,14,2023-4-23 18:47:16.87,2023-4-23 18:47:18.94,2023-4-23 18:47:20.3,p,2023-4-23 18:47:19.590,n
1,0,15,2023-4-23 18:47:21.209,2023-4-23 18:47:23.214,2023-4-23 18:47:24.371,q,2023-4-23 18:47:23.215,s
1,0,16,2023-4-23 18:47:24.924,2023-4-23 18:47:26.926,2023-4-23 18:47:28.951,q,2023-4-23 18:47:28.430,d
1,0,17,2023-4-23 18:47:29.432,2023-4-23 18:47:31.438,2023-4-23 18:47:32.122,p,2023-4-23 18:47:31.439,c
1,0,18,2023-4-23 18:47:32.610,2023-4-23 18:47:34.614,2023-4-23 18:47:36.873,p,2023-4-23 18:47:36.615,c
1,0,19,2023-4-23 18:47:37.800,2023-4-23 18:47:39.806,2023-4-23 18:47:40.659,p,2023-4-23 18:47:39.807,t
1,0,20,2023-4-23 18:47:41.262,2023-4-23 18:47:43.270,2023-4-23 18:47:44.623,p,2023-4-23 18:47:43.766,t
1,0,21,2023-4-23 18:47:44.986,2023-4-23 18:47:46.990,2023-4-23 18:47:48.698,p,2023-4-23 18:47:48.494,t
1,0,22,2023-4-23 18:47:49.454,2023-4-23 18:47:51.462,2023-4-23 18:47:52.224,p,2023-4-23 18:47:51.959,d
1,0,23,2023-4-23 18:47:52.648,2023-4-23 18:47:54.654,2023-4-23 18:47:55.401,p,2023-4-23 18:47:54.655,l
1,0,24,2023-4-23 18:47:56.169,2023-4-23 18:47:58.174,2023-4-23 18:47:59.761,q,2023-4-23 18:47:59.175,r
1,0,25,2023-4-23 18:48:0.381,2023-4-23 18:48:2.382,2023-4-23 18:48:3.316,p,2023-4-23 18:48:2.383,c
1,0,26,2023-4-23 18:48:3.817,2023-4-23 18:48:5.822,2023-4-23 18:48:8.73,p,2023-4-23 18:48:7.823,m
1,1,0,2023-4-23 18:49:14.565,2023-4-23 18:49:19.566,2023-4-23 18:49:20.317,p,2023-4-23 18:49:19.566,n
1,1,1,2023-4-23 18:49:20.751,2023-4-23 18:49:22.758,2023-4-23 18:49:24.622,q,2023-4-23 18:49:24.255,t
1,1,2,2023-4-23 18:49:25.182,2023-4-23 18:49:27.190,2023-4-23 18:49:30.377,q,2023-4-23 18:49:29.686,s
1,1,3,2023-4-23 18:49:30.986,2023-4-23 18:49:32.990,2023-4-23 18:49:35.598,q,2023-4-23 18:49:34.990,c
1,1,4,2023-4-23 18:49:36.116,2023-4-23 18:49:38.118,2023-4-23 18:49:44.105,q,2023-4-23 18:49:43.622,m
1,1,5,2023-4-23 18:49:44.717,2023-4-23 18:49:46.718,2023-4-23 18:49:50.182,p,2023-4-23 18:49:49.718,s
1,1,6,2023-4-23 18:49:50.823,2023-4-23 18:49:52.830,2023-4-23 18:49:56.357,p,2023-4-23 18:49:56.327,c
1,1,7,2023-4-23 18:49:57.597,2023-4-23 18:49:59.598,2023-4-23 18:50:1.651,p,2023-4-23 18:50:1.103,c
1,1,8,2023-4-23 18:50:2.23,2023-4-23 18:50:4.30,2023-4-23 18:50:8.183,p,2023-4-23 18:50:7.527,l
1,1,9,2023-4-23 18:50:8.681,2023-4-23 18:50:10.686,2023-4-23 18:50:14.851,q,2023-4-23 18:50:14.686,r
1,1,10,2023-4-23 18:50:15.623,2023-4-23 18:50:17.630,2023-4-23 18:50:23.557,p,2023-4-23 18:50:23.126,t
1,1,11,2023-4-23 18:50:24.335,2023-4-23 18:50:26.342,2023-4-23 18:50:29.391,q,2023-4-23 18:50:28.343,s
1,1,12,2023-4-23 18:50:30.577,2023-4-23 18:50:32.582,2023-4-23 18:50:44.325,q,2023-4-23 18:50:44.79,r
1,1,13,2023-4-23 18:50:44.990,2023-4-23 18:50:46.998,2023-4-23 18:50:52.933,q,2023-4-23 18:50:51.999,m
1,1,14,2023-4-23 18:50:53.738,2023-4-23 18:50:55.742,2023-4-23 18:51:2.136,p,2023-4-23 18:51:1.743,l
1,1,15,2023-4-23 18:51:2.880,2023-4-23 18:51:4.886,2023-4-23 18:51:6.332,p,2023-4-23 18:51:4.887,s
1,1,16,2023-4-23 18:51:7.18,2023-4-23 18:51:9.22,2023-4-23 18:51:14.278,q,2023-4-23 18:51:14.22,t
1,2,0,2023-4-23 18:52:34.456,2023-4-23 18:52:39.463,2023-4-23 18:52:42.645,q,2023-4-23 18:52:42.463,d
