ID del participante,Trial,Respuesta,Tiempo de inicio,Tiempo de aparición de letras,Tiempo de la pulsación,Tecla elegida,Tiempo de aparición de la letra observada,Letra observada
17,0,0,2023-5-17 19:40:32.522,2023-5-17 19:40:37.530,2023-5-17 19:40:39.240,p,2023-5-17 19:40:38.530,s
17,0,1,2023-5-17 19:40:41.625,2023-5-17 19:40:43.626,2023-5-17 19:40:47.495,q,2023-5-17 19:40:47.131,r
17,0,2,2023-5-17 19:40:49.43,2023-5-17 19:40:51.50,2023-5-17 19:40:54.268,p,2023-5-17 19:40:53.546,n
17,0,3,2023-5-17 19:40:55.878,2023-5-17 19:40:57.882,2023-5-17 19:41:2.375,q,2023-5-17 19:41:1.882,s
17,0,4,2023-5-17 19:41:3.907,2023-5-17 19:41:5.914,2023-5-17 19:41:11.17,p,2023-5-17 19:41:10.411,r
17,0,5,2023-5-17 19:41:12.198,2023-5-17 19:41:14.202,2023-5-17 19:41:19.202,q,2023-5-17 19:41:17.699,d
17,0,6,2023-5-17 19:41:20.962,2023-5-17 19:41:22.970,2023-5-17 19:41:26.903,q,2023-5-17 19:41:26.467,t
17,0,7,2023-5-17 19:41:27.894,2023-5-17 19:41:29.898,2023-5-17 19:41:34.978,p,2023-5-17 19:41:33.899,c
17,0,8,2023-5-17 19:41:36.607,2023-5-17 19:41:38.610,2023-5-17 19:41:43.432,q,2023-5-17 19:41:43.115,m
17,0,9,2023-5-17 19:41:44.811,2023-5-17 19:41:46.818,2023-5-17 19:41:53.401,q,2023-5-17 19:41:53.314,t
17,0,10,2023-5-17 19:41:54.794,2023-5-17 19:41:56.802,2023-5-17 19:42:1.92,q,2023-5-17 19:42:0.299,s
17,0,11,2023-5-17 19:42:3.593,2023-5-17 19:42:5.594,2023-5-17 19:42:7.629,q,2023-5-17 19:42:5.879,#
17,0,12,2023-5-17 19:42:9.154,2023-5-17 19:42:11.162,2023-5-17 19:42:13.310,q,2023-5-17 19:42:12.659,r
17,0,13,2023-5-17 19:42:14.776,2023-5-17 19:42:16.778,2023-5-17 19:42:19.434,p,2023-5-17 19:42:18.778,s
17,0,14,2023-5-17 19:42:20.721,2023-5-17 19:42:22.722,2023-5-17 19:42:26.567,p,2023-5-17 19:42:25.227,r
17,1,0,2023-5-17 19:47:41.335,2023-5-17 19:47:46.339,2023-5-17 19:47:47.329,p,2023-5-17 19:47:46.339,s
17,1,1,2023-5-17 19:47:48.652,2023-5-17 19:47:50.658,2023-5-17 19:47:53.738,q,2023-5-17 19:47:53.155,m
17,1,2,2023-5-17 19:47:55.407,2023-5-17 19:47:57.410,2023-5-17 19:48:0.122,q,2023-5-17 19:47:59.915,n
17,1,3,2023-5-17 19:48:1.665,2023-5-17 19:48:3.666,2023-5-17 19:48:6.585,q,2023-5-17 19:48:5.170,t
17,1,4,2023-5-17 19:48:7.823,2023-5-17 19:48:9.826,2023-5-17 19:48:12.60,p,2023-5-17 19:48:11.331,d
17,1,5,2023-5-17 19:48:13.283,2023-5-17 19:48:15.290,2023-5-17 19:48:18.514,p,2023-5-17 19:48:17.786,l
17,1,6,2023-5-17 19:48:19.888,2023-5-17 19:48:21.890,2023-5-17 19:48:26.199,q,2023-5-17 19:48:25.394,m
17,1,7,2023-5-17 19:48:27.917,2023-5-17 19:48:29.922,2023-5-17 19:48:33.351,q,2023-5-17 19:48:31.922,r
17,1,8,2023-5-17 19:48:34.734,2023-5-17 19:48:36.738,2023-5-17 19:48:39.37,p,2023-5-17 19:48:37.739,t
17,1,9,2023-5-17 19:48:40.168,2023-5-17 19:48:42.170,2023-5-17 19:48:44.608,q,2023-5-17 19:48:44.170,t
17,1,10,2023-5-17 19:48:45.803,2023-5-17 19:48:47.810,2023-5-17 19:48:51.739,q,2023-5-17 19:48:51.306,c
17,1,11,2023-5-17 19:48:52.882,2023-5-17 19:48:54.890,2023-5-17 19:48:57.147,q,2023-5-17 19:48:56.890,c
17,1,12,2023-5-17 19:48:58.291,2023-5-17 19:49:0.298,2023-5-17 19:49:1.711,p,2023-5-17 19:49:1.298,r
17,1,13,2023-5-17 19:49:2.579,2023-5-17 19:49:4.586,2023-5-17 19:49:7.699,p,2023-5-17 19:49:7.587,d
17,1,14,2023-5-17 19:49:8.984,2023-5-17 19:49:10.986,2023-5-17 19:49:15.842,p,2023-5-17 19:49:15.490,t
17,1,15,2023-5-17 19:49:17.845,2023-5-17 19:49:19.850,2023-5-17 19:49:23.387,q,2023-5-17 19:49:21.637,#
17,1,16,2023-5-17 19:49:25.423,2023-5-17 19:49:27.426,2023-5-17 19:49:31.343,q,2023-5-17 19:49:30.931,t
17,1,17,2023-5-17 19:49:32.589,2023-5-17 19:49:34.594,2023-5-17 19:49:38.105,p,2023-5-17 19:49:37.90,d
17,2,0,2023-5-17 19:50:31.845,2023-5-17 19:50:36.850,2023-5-17 19:50:38.378,p,2023-5-17 19:50:36.628,#
17,2,1,2023-5-17 19:50:39.786,2023-5-17 19:50:41.794,2023-5-17 19:50:45.466,q,2023-5-17 19:50:43.716,#
17,2,2,2023-5-17 19:50:46.852,2023-5-17 19:50:48.858,2023-5-17 19:50:51.713,q,2023-5-17 19:50:51.354,d
17,2,3,2023-5-17 19:50:53.447,2023-5-17 19:50:55.450,2023-5-17 19:50:57.924,p,2023-5-17 19:50:57.450,d
17,2,4,2023-5-17 19:50:59.331,2023-5-17 19:51:1.338,2023-5-17 19:51:4.751,p,2023-5-17 19:51:4.339,r
17,2,5,2023-5-17 19:51:6.570,2023-5-17 19:51:8.578,2023-5-17 19:51:11.423,p,2023-5-17 19:51:10.74,m
17,2,6,2023-5-17 19:51:13.77,2023-5-17 19:51:15.82,2023-5-17 19:51:17.113,q,2023-5-17 19:51:16.83,d
17,2,7,2023-5-17 19:51:18.473,2023-5-17 19:51:20.474,2023-5-17 19:51:24.493,q,2023-5-17 19:51:23.979,m
17,2,8,2023-5-17 19:51:25.985,2023-5-17 19:51:27.986,2023-5-17 19:51:32.812,p,2023-5-17 19:51:31.986,r
17,2,9,2023-5-17 19:51:35.147,2023-5-17 19:51:37.154,2023-5-17 19:51:40.510,q,2023-5-17 19:51:39.651,m
17,2,10,2023-5-17 19:51:42.986,2023-5-17 19:51:44.994,2023-5-17 19:51:48.813,p,2023-5-17 19:51:48.491,t
17,2,11,2023-5-17 19:51:50.463,2023-5-17 19:51:52.466,2023-5-17 19:51:55.701,p,2023-5-17 19:51:54.466,d
17,2,12,2023-5-17 19:51:57.131,2023-5-17 19:51:59.138,2023-5-17 19:52:1.784,q,2023-5-17 19:52:0.635,r
17,2,13,2023-5-17 19:52:3.660,2023-5-17 19:52:5.666,2023-5-17 19:52:9.974,q,2023-5-17 19:52:8.666,c
17,2,14,2023-5-17 19:52:11.273,2023-5-17 19:52:13.274,2023-5-17 19:52:18.59,q,2023-5-17 19:52:16.309,#
17,2,15,2023-5-17 19:52:19.352,2023-5-17 19:52:21.354,2023-5-17 19:52:29.414,p,2023-5-17 19:52:28.355,n
17,3,0,2023-5-17 19:54:2.51,2023-5-17 19:54:7.59,2023-5-17 19:54:8.218,p,2023-5-17 19:54:7.555,r
17,3,1,2023-5-17 19:54:9.802,2023-5-17 19:54:11.810,2023-5-17 19:54:14.360,q,2023-5-17 19:54:13.306,m
17,3,2,2023-5-17 19:54:15.150,2023-5-17 19:54:17.154,2023-5-17 19:54:20.188,q,2023-5-17 19:54:18.438,#
17,3,3,2023-5-17 19:54:21.718,2023-5-17 19:54:23.722,2023-5-17 19:54:26.986,p,2023-5-17 19:54:26.722,t
17,3,4,2023-5-17 19:54:27.901,2023-5-17 19:54:29.906,2023-5-17 19:54:33.965,q,2023-5-17 19:54:33.403,l
17,3,5,2023-5-17 19:54:35.68,2023-5-17 19:54:37.74,2023-5-17 19:54:40.544,p,2023-5-17 19:54:39.570,m
17,3,6,2023-5-17 19:54:41.373,2023-5-17 19:54:43.378,2023-5-17 19:54:46.427,q,2023-5-17 19:54:45.875,s
17,3,7,2023-5-17 19:54:48.3,2023-5-17 19:54:50.10,2023-5-17 19:54:53.228,q,2023-5-17 19:54:52.10,l
17,3,8,2023-5-17 19:54:54.409,2023-5-17 19:54:56.410,2023-5-17 19:55:0.81,q,2023-5-17 19:54:59.915,d
17,3,9,2023-5-17 19:55:2.498,2023-5-17 19:55:4.506,2023-5-17 19:55:8.675,q,2023-5-17 19:55:6.925,#
17,3,10,2023-5-17 19:55:9.936,2023-5-17 19:55:11.938,2023-5-17 19:55:16.588,p,2023-5-17 19:55:15.939,r
17,3,11,2023-5-17 19:55:17.899,2023-5-17 19:55:19.906,2023-5-17 19:55:23.409,q,2023-5-17 19:55:22.907,n
17,3,12,2023-5-17 19:55:25.737,2023-5-17 19:55:27.738,2023-5-17 19:55:30.95,q,2023-5-17 19:55:29.242,c
17,3,13,2023-5-17 19:55:31.207,2023-5-17 19:55:33.210,2023-5-17 19:55:37.229,p,2023-5-17 19:55:36.714,l
17,3,14,2023-5-17 19:55:39.979,2023-5-17 19:55:41.986,2023-5-17 19:55:44.264,p,2023-5-17 19:55:43.482,t
17,3,15,2023-5-17 19:55:45.486,2023-5-17 19:55:47.490,2023-5-17 19:55:50.350,q,2023-5-17 19:55:49.994,t
17,3,16,2023-5-17 19:55:51.679,2023-5-17 19:55:53.682,2023-5-17 19:55:57.116,p,2023-5-17 19:55:56.683,n
17,4,0,2023-5-17 19:58:4.852,2023-5-17 19:58:9.858,2023-5-17 19:58:16.350,q,2023-5-17 19:58:14.858,t
17,4,1,2023-5-17 19:58:18.856,2023-5-17 19:58:20.858,2023-5-17 19:58:25.120,q,2023-5-17 19:58:24.859,c
17,4,2,2023-5-17 19:58:26.795,2023-5-17 19:58:28.802,2023-5-17 19:58:31.909,p,2023-5-17 19:58:31.803,t
17,4,3,2023-5-17 19:58:32.838,2023-5-17 19:58:34.842,2023-5-17 19:58:38.465,q,2023-5-17 19:58:37.346,l
17,4,4,2023-5-17 19:58:40.65,2023-5-17 19:58:42.66,2023-5-17 19:58:44.583,p,2023-5-17 19:58:44.66,d
17,4,5,2023-5-17 19:58:45.809,2023-5-17 19:58:47.810,2023-5-17 19:58:49.716,p,2023-5-17 19:58:48.810,d
17,4,6,2023-5-17 19:58:51.30,2023-5-17 19:58:53.34,2023-5-17 19:58:59.130,q,2023-5-17 19:58:59.34,d
17,4,7,2023-5-17 19:59:0.490,2023-5-17 19:59:2.498,2023-5-17 19:59:5.537,p,2023-5-17 19:59:4.498,d
17,4,8,2023-5-17 19:59:7.91,2023-5-17 19:59:9.98,2023-5-17 19:59:11.969,p,2023-5-17 19:59:10.595,n
17,4,9,2023-5-17 19:59:13.433,2023-5-17 19:59:15.434,2023-5-17 19:59:19.353,p,2023-5-17 19:59:18.434,m
17,4,10,2023-5-17 19:59:23.14,2023-5-17 19:59:25.18,2023-5-17 19:59:30.929,q,2023-5-17 19:59:29.522,n
17,4,11,2023-5-17 19:59:32.209,2023-5-17 19:59:34.210,2023-5-17 19:59:39.28,q,2023-5-17 19:59:38.715,r
17,4,12,2023-5-17 19:59:40.421,2023-5-17 19:59:42.426,2023-5-17 19:59:45.828,q,2023-5-17 19:59:44.78,#
17,4,13,2023-5-17 19:59:47.235,2023-5-17 19:59:49.242,2023-5-17 19:59:53.159,p,2023-5-17 19:59:51.739,c
17,4,14,2023-5-17 19:59:54.462,2023-5-17 19:59:56.466,2023-5-17 20:0:0.116,p,2023-5-17 19:59:59.466,t
17,5,0,2023-5-17 20:1:25.879,2023-5-17 20:1:30.883,2023-5-17 20:1:32.841,p,2023-5-17 20:1:31.91,#
