id,exact+AF8-time+AF8-before+AF8-event,exact+AF8-time+AF8-after+AF8-event,model+AF8-type,val+AF8-fold,in+AF8-channels,hidden+AF8-channels,hidden+AF8-size,kernel+AF8-sizes,d+AF8-model,nhead,num+AF8-layers,bidirectional,dim+AF8-feedforward,dropout+AF8-rate
203160,2400,100,LSTM,2,28,16,,,,,5,False,,+ACI-0,4+ACI-
203170,400,100,LSTM,0,28,32,,,,,2,False,,+ACI-0,3+ACI-
203180,550,200,LSTM,1,28,64,,,,,3,True,,+ACI-0,5+ACI-
203190,100,0,LSTM,2,28,128,,,,,4,False,,+ACI-0,4+ACI-
203200,1800,200,LSTM,0,28,256,,,,,5,True,,+ACI-0,4+ACI-
203210,800,200,LSTM,2,28,16,,,,,2,True,,+ACI-0,5+ACI-
203220,900,100,LSTM,1,28,32,,,,,3,False,,+ACI-0,3+ACI-
203230,1700,300,LSTM,2,28,64,,,,,4,True,,+ACI-0,5+ACI-
203240,2700,300,LSTM,0,28,128,,,,,5,False,,+ACI-0,4+ACI-
203250,1800,200,LSTM,2,28,256,,,,,2,False,,+ACI-0,3+ACI-
203260,450,50,LSTM,0,28,16,,,,,3,True,,+ACI-0,5+ACI-
203270,450,300,LSTM,1,28,32,,,,,4,False,,+ACI-0,5+ACI-
203280,500,0,LSTM,2,28,64,,,,,5,True,,+ACI-0,5+ACI-
203290,400,100,LSTM,0,28,128,,,,,2,True,,+ACI-0,5+ACI-
203300,450,300,LSTM,1,28,256,,,,,3,False,,+ACI-0,3+ACI-
203310,2800,200,LSTM,2,28,16,,,,,4,True,,+ACI-0,3+ACI-
203320,1700,300,LSTM,0,28,32,,,,,5,False,,+ACI-0,5+ACI-
203330,750,0,LSTM,1,28,64,,,,,2,False,,+ACI-0,3+ACI-
203340,250,0,LSTM,2,28,128,,,,,3,True,,+ACI-0,3+ACI-
203350,1800,200,LSTM,0,28,256,,,,,4,False,,+ACI-0,5+ACI-
203360,2500,0,LSTM,1,28,16,,,,,5,True,,+ACI-0,4+ACI-
203370,350,150,LSTM,2,28,32,,,,,2,True,,+ACI-0,4+ACI-
203380,3000,0,LSTM,0,28,64,,,,,3,False,,+ACI-0,3+ACI-
203390,450,50,LSTM,1,28,128,,,,,4,True,,+ACI-0,3+ACI-
203400,100,0,LSTM,2,28,256,,,,,5,False,,+ACI-0,3+ACI-
203410,2900,100,LSTM,0,28,16,,,,,2,False,,+ACI-0,4+ACI-
203420,350,150,LSTM,1,28,32,,,,,3,True,,+ACI-0,5+ACI-
203430,450,300,LSTM,2,28,64,,,,,4,False,,+ACI-0,4+ACI-
203440,1300,200,LSTM,0,28,128,,,,,5,True,,+ACI-0,4+ACI-
203450,1900,100,LSTM,1,28,256,,,,,2,True,,+ACI-0,3+ACI-
203460,650,100,LSTM,0,28,16,,,,,3,False,,+ACI-0,3+ACI-
203470,650,100,LSTM,1,28,32,,,,,4,True,,+ACI-0,3+ACI-
203480,500,250,LSTM,2,28,64,,,,,5,False,,+ACI-0,5+ACI-
203490,400,100,LSTM,0,28,128,,,,,2,False,,+ACI-0,5+ACI-
203500,500,0,LSTM,1,28,256,,,,,3,True,,+ACI-0,4+ACI-
203510,750,0,LSTM,2,28,16,,,,,4,False,,+ACI-0,4+ACI-
203520,2500,0,LSTM,0,28,32,,,,,5,True,,+ACI-0,4+ACI-
203530,500,0,LSTM,2,28,64,,,,,2,True,,+ACI-0,4+ACI-
203540,2300,200,LSTM,0,28,128,,,,,3,False,,+ACI-0,4+ACI-
203550,800,200,LSTM,1,28,256,,,,,4,True,,+ACI-0,3+ACI-
203560,3000,0,LSTM,2,28,16,,,,,5,False,,+ACI-0,4+ACI-
203570,2900,100,LSTM,0,28,32,,,,,2,False,,+ACI-0,5+ACI-
203580,900,100,LSTM,1,28,64,,,,,3,True,,+ACI-0,3+ACI-
203590,250,0,LSTM,2,28,128,,,,,4,False,,+ACI-0,5+ACI-
203600,550,200,LSTM,0,28,256,,,,,5,True,,+ACI-0,3+ACI-
203610,900,100,LSTM,2,28,16,,,,,2,True,,+ACI-0,4+ACI-
203620,500,250,LSTM,1,28,32,,,,,3,False,,+ACI-0,5+ACI-
203630,1500,0,LSTM,2,28,64,,,,,4,True,,+ACI-0,4+ACI-
203640,150,100,LSTM,0,28,128,,,,,5,False,,+ACI-0,3+ACI-
203650,200,50,LSTM,1,28,256,,,,,2,False,,+ACI-0,5+ACI-
203660,1700,300,LSTM,2,28,16,,,,,3,True,,+ACI-0,4+ACI-
203670,2700,300,LSTM,0,28,32,,,,,4,False,,+ACI-0,4+ACI-
203680,1700,300,LSTM,1,28,64,,,,,5,True,,+ACI-0,4+ACI-
203690,1400,100,LSTM,1,28,128,,,,,2,True,,+ACI-0,5+ACI-
203700,2500,0,LSTM,2,28,256,,,,,3,False,,+ACI-0,5+ACI-
203710,2400,100,LSTM,0,28,16,,,,,4,True,,+ACI-0,5+ACI-
203720,3000,0,LSTM,1,28,32,,,,,5,False,,+ACI-0,4+ACI-
203730,200,50,LSTM,2,28,64,,,,,2,False,,+ACI-0,4+ACI-
203740,2800,200,LSTM,0,28,128,,,,,3,True,,+ACI-0,3+ACI-
203750,1900,100,LSTM,1,28,256,,,,,4,False,,+ACI-0,3+ACI-
203760,1800,200,LSTM,2,28,16,,,,,5,True,,+ACI-0,5+ACI-
203770,250,0,LSTM,0,28,32,,,,,2,True,,+ACI-0,4+ACI-
203780,900,100,LSTM,1,28,64,,,,,3,False,,+ACI-0,5+ACI-
203790,350,150,LSTM,2,28,128,,,,,4,True,,+ACI-0,3+ACI-
203800,300,200,LSTM,0,28,256,,,,,5,False,,+ACI-0,5+ACI-
203810,150,100,LSTM,0,28,16,,,,,2,False,,+ACI-0,5+ACI-
203820,2900,100,LSTM,1,28,32,,,,,3,True,,+ACI-0,5+ACI-
203830,700,50,LSTM,2,28,64,,,,,4,False,,+ACI-0,4+ACI-
203840,1500,0,LSTM,0,28,128,,,,,5,True,,+ACI-0,4+ACI-
203850,150,100,LSTM,1,28,256,,,,,2,True,,+ACI-0,5+ACI-
203860,150,100,LSTM,0,28,16,,,,,3,False,,+ACI-0,4+ACI-
203870,800,200,LSTM,1,28,32,,,,,4,True,,+ACI-0,3+ACI-
203880,2000,0,LSTM,2,28,64,,,,,5,False,,+ACI-0,5+ACI-
203890,2700,300,LSTM,0,28,128,,,,,2,False,,+ACI-0,4+ACI-
203900,900,100,LSTM,1,28,256,,,,,3,True,,+ACI-0,3+ACI-
203910,500,250,LSTM,0,28,16,,,,,4,False,,+ACI-0,3+ACI-
203920,400,100,LSTM,1,28,32,,,,,5,True,,+ACI-0,3+ACI-
203930,250,0,LSTM,2,28,64,,,,,2,True,,+ACI-0,3+ACI-
203940,200,50,LSTM,0,28,128,,,,,3,False,,+ACI-0,5+ACI-
203950,1800,200,LSTM,2,28,256,,,,,4,True,,+ACI-0,3+ACI-
203960,100,0,LSTM,0,28,16,,,,,5,False,,+ACI-0,5+ACI-
203970,1500,0,LSTM,1,28,32,,,,,2,False,,+ACI-0,4+ACI-
203980,1400,100,LSTM,2,28,64,,,,,3,True,,+ACI-0,4+ACI-
203990,100,0,LSTM,2,28,128,,,,,4,False,,+ACI-0,3+ACI-
204000,150,100,LSTM,1,28,256,,,,,5,True,,+ACI-0,4+ACI-
204010,500,250,LSTM,2,28,16,,,,,2,True,,+ACI-0,3+ACI-
204020,750,0,LSTM,0,28,32,,,,,3,False,,+ACI-0,5+ACI-
204030,250,0,LSTM,1,28,64,,,,,4,True,,+ACI-0,5+ACI-
204040,1300,200,LSTM,0,28,128,,,,,5,False,,+ACI-0,4+ACI-
204050,1500,0,LSTM,1,28,256,,,,,2,False,,+ACI-0,5+ACI-
204060,500,250,LSTM,2,28,16,,,,,3,True,,+ACI-0,3+ACI-
204070,450,300,LSTM,0,28,32,,,,,4,False,,+ACI-0,4+ACI-
204080,700,50,LSTM,1,28,64,,,,,5,True,,+ACI-0,4+ACI-
204090,1000,0,LSTM,2,28,128,,,,,2,True,,+ACI-0,4+ACI-
204100,1300,200,LSTM,1,28,256,,,,,3,False,,+ACI-0,4+ACI-
204110,2200,300,LSTM,2,28,16,,,,,4,True,,+ACI-0,4+ACI-
204120,450,50,LSTM,0,28,32,,,,,5,False,,+ACI-0,3+ACI-
204130,1900,100,LSTM,1,28,64,,,,,2,False,,+ACI-0,4+ACI-
204140,500,0,LSTM,2,28,128,,,,,3,True,,+ACI-0,3+ACI-
204150,200,50,LSTM,0,28,256,,,,,4,False,,+ACI-0,5+ACI-
204160,350,150,LSTM,1,28,16,,,,,5,True,,+ACI-0,5+ACI-
204170,250,0,LSTM,2,28,32,,,,,2,True,,+ACI-0,3+ACI-
204180,3000,0,LSTM,0,28,64,,,,,3,False,,+ACI-0,3+ACI-
204190,1700,300,LSTM,1,28,128,,,,,4,True,,+ACI-0,4+ACI-
204200,300,200,LSTM,0,28,256,,,,,5,False,,+ACI-0,4+ACI-
204210,650,100,LSTM,1,28,16,,,,,2,False,,+ACI-0,4+ACI-
204220,900,100,LSTM,2,28,32,,,,,3,True,,+ACI-0,3+ACI-
204230,1700,300,LSTM,1,28,64,,,,,4,False,,+ACI-0,4+ACI-
204240,500,0,LSTM,2,28,128,,,,,5,True,,+ACI-0,4+ACI-
204250,1900,100,LSTM,0,28,256,,,,,2,True,,+ACI-0,4+ACI-
204260,2700,300,LSTM,1,28,16,,,,,3,False,,+ACI-0,3+ACI-
204270,800,200,LSTM,2,28,32,,,,,4,True,,+ACI-0,4+ACI-
204280,2500,0,LSTM,0,28,64,,,,,5,False,,+ACI-0,4+ACI-
204290,500,250,LSTM,1,28,128,,,,,2,False,,+ACI-0,5+ACI-
204300,600,150,LSTM,2,28,256,,,,,3,True,,+ACI-0,4+ACI-
204310,2300,200,LSTM,0,28,16,,,,,4,False,,+ACI-0,4+ACI-
204320,2400,100,LSTM,2,28,32,,,,,5,True,,+ACI-0,3+ACI-
204330,200,50,LSTM,0,28,64,,,,,2,True,,+ACI-0,4+ACI-
204340,1700,300,LSTM,2,28,128,,,,,3,False,,+ACI-0,5+ACI-
204350,500,250,LSTM,0,28,256,,,,,4,True,,+ACI-0,3+ACI-
204360,1400,100,LSTM,1,28,16,,,,,5,False,,+ACI-0,5+ACI-
204370,100,0,LSTM,2,28,32,,,,,2,False,,+ACI-0,5+ACI-
204380,800,200,LSTM,0,28,64,,,,,3,True,,+ACI-0,5+ACI-
204390,2800,200,LSTM,1,28,128,,,,,4,False,,+ACI-0,5+ACI-
204400,2300,200,LSTM,0,28,256,,,,,5,True,,+ACI-0,5+ACI-
204410,750,0,LSTM,1,28,16,,,,,2,True,,+ACI-0,5+ACI-
204420,150,100,LSTM,2,28,32,,,,,3,False,,+ACI-0,3+ACI-
204430,550,200,LSTM,0,28,64,,,,,4,True,,+ACI-0,5+ACI-
204440,1000,0,LSTM,2,28,128,,,,,5,False,,+ACI-0,4+ACI-
204450,700,300,LSTM,0,28,256,,,,,2,False,,+ACI-0,5+ACI-
204460,250,0,LSTM,1,28,16,,,,,3,True,,+ACI-0,5+ACI-
204470,150,100,LSTM,2,28,32,,,,,4,False,,+ACI-0,5+ACI-
204480,450,300,LSTM,0,28,64,,,,,5,True,,+ACI-0,5+ACI-
204490,600,150,LSTM,1,28,128,,,,,2,True,,+ACI-0,4+ACI-
204500,2000,0,LSTM,2,28,256,,,,,3,False,,+ACI-0,3+ACI-
204510,2400,100,LSTM,0,28,16,,,,,4,True,,+ACI-0,3+ACI-
204520,2500,0,LSTM,1,28,32,,,,,5,False,,+ACI-0,5+ACI-
204530,1200,300,LSTM,2,28,64,,,,,2,False,,+ACI-0,5+ACI-
204540,250,0,LSTM,0,28,128,,,,,3,True,,+ACI-0,3+ACI-
204550,100,0,LSTM,1,28,256,,,,,4,False,,+ACI-0,3+ACI-
204560,700,50,LSTM,2,28,16,,,,,5,True,,+ACI-0,5+ACI-
204570,400,100,LSTM,1,28,32,,,,,2,True,,+ACI-0,3+ACI-
204580,400,100,LSTM,2,28,64,,,,,3,False,,+ACI-0,4+ACI-
204590,500,250,LSTM,0,28,128,,,,,4,True,,+ACI-0,3+ACI-
204600,1500,0,LSTM,1,28,256,,,,,5,False,,+ACI-0,3+ACI-
204610,2400,100,LSTM,2,28,16,,,,,2,False,,+ACI-0,5+ACI-
204620,1800,200,LSTM,0,28,32,,,,,3,True,,+ACI-0,3+ACI-
204630,1900,100,LSTM,0,28,64,,,,,4,False,,+ACI-0,5+ACI-
204640,1300,200,LSTM,2,28,128,,,,,5,True,,+ACI-0,4+ACI-
204650,2300,200,LSTM,0,28,256,,,,,2,True,,+ACI-0,5+ACI-
204660,1500,0,LSTM,1,28,16,,,,,3,False,,+ACI-0,4+ACI-
204670,500,250,LSTM,2,28,32,,,,,4,True,,+ACI-0,3+ACI-
204680,500,250,LSTM,1,28,64,,,,,5,False,,+ACI-0,4+ACI-
204690,1800,200,LSTM,2,28,128,,,,,2,False,,+ACI-0,4+ACI-
204700,700,300,LSTM,0,28,256,,,,,3,True,,+ACI-0,4+ACI-
204710,2400,100,LSTM,1,28,16,,,,,4,False,,+ACI-0,5+ACI-
204720,1200,300,LSTM,0,28,32,,,,,5,True,,+ACI-0,3+ACI-
204730,200,50,LSTM,1,28,64,,,,,2,True,,+ACI-0,3+ACI-
204740,900,100,LSTM,2,28,128,,,,,3,False,,+ACI-0,3+ACI-
204750,450,300,LSTM,0,28,256,,,,,4,True,,+ACI-0,5+ACI-
204760,800,200,LSTM,1,28,16,,,,,5,False,,+ACI-0,5+ACI-
204770,1200,300,LSTM,2,28,32,,,,,2,False,,+ACI-0,4+ACI-
204780,2200,300,LSTM,0,28,64,,,,,3,True,,+ACI-0,4+ACI-
204790,2900,100,LSTM,1,28,128,,,,,4,False,,+ACI-0,3+ACI-
204800,750,0,LSTM,2,28,256,,,,,5,True,,+ACI-0,4+ACI-
204810,400,100,LSTM,0,28,16,,,,,2,True,,+ACI-0,4+ACI-
204820,550,200,LSTM,1,28,32,,,,,3,False,,+ACI-0,3+ACI-
204830,2000,0,LSTM,2,28,64,,,,,4,True,,+ACI-0,3+ACI-
204840,2700,300,LSTM,0,28,128,,,,,5,False,,+ACI-0,4+ACI-
204850,400,100,LSTM,1,28,256,,,,,2,False,,+ACI-0,5+ACI-
204860,3000,0,LSTM,2,28,16,,,,,3,True,,+ACI-0,4+ACI-
204870,1400,100,LSTM,2,28,32,,,,,4,False,,+ACI-0,4+ACI-
204880,1900,100,LSTM,0,28,64,,,,,5,True,,+ACI-0,4+ACI-
204890,3000,0,LSTM,1,28,128,,,,,2,True,,+ACI-0,3+ACI-
204900,750,0,LSTM,2,28,256,,,,,3,False,,+ACI-0,4+ACI-
204910,150,100,LSTM,0,28,16,,,,,4,True,,+ACI-0,4+ACI-
204920,2700,300,LSTM,1,28,32,,,,,5,False,,+ACI-0,3+ACI-
204930,350,150,LSTM,2,28,64,,,,,2,False,,+ACI-0,4+ACI-
204940,750,0,LSTM,0,28,128,,,,,3,True,,+ACI-0,4+ACI-
204950,450,300,LSTM,1,28,256,,,,,4,False,,+ACI-0,4+ACI-
204960,2400,100,LSTM,2,28,16,,,,,5,True,,+ACI-0,4+ACI-
204970,1700,300,LSTM,1,28,32,,,,,2,True,,+ACI-0,5+ACI-
204980,500,0,LSTM,0,28,64,,,,,3,False,,+ACI-0,5+ACI-
204990,2400,100,LSTM,1,28,128,,,,,4,True,,+ACI-0,4+ACI-
205000,650,100,LSTM,2,28,256,,,,,5,False,,+ACI-0,3+ACI-
205010,700,300,LSTM,1,28,16,,,,,2,False,,+ACI-0,4+ACI-
205020,750,0,LSTM,1,28,32,,,,,3,True,,+ACI-0,5+ACI-
205030,550,200,LSTM,2,28,64,,,,,4,False,,+ACI-0,4+ACI-
205040,500,0,LSTM,1,28,128,,,,,5,True,,+ACI-0,4+ACI-
205050,150,100,LSTM,1,28,256,,,,,2,True,,+ACI-0,5+ACI-
205060,700,300,LSTM,2,28,16,,,,,3,False,,+ACI-0,5+ACI-
205070,2000,0,LSTM,0,28,32,,,,,4,True,,+ACI-0,3+ACI-
205080,1500,0,LSTM,2,28,64,,,,,5,False,,+ACI-0,3+ACI-
205090,1500,0,LSTM,1,28,128,,,,,2,False,,+ACI-0,3+ACI-
205100,800,200,LSTM,2,28,256,,,,,3,True,,+ACI-0,3+ACI-
205110,1400,100,LSTM,0,28,16,,,,,4,False,,+ACI-0,5+ACI-
205120,2900,100,LSTM,1,28,32,,,,,5,True,,+ACI-0,4+ACI-
205130,400,100,LSTM,0,28,64,,,,,2,True,,+ACI-0,4+ACI-
205140,350,150,LSTM,1,28,128,,,,,3,False,,+ACI-0,3+ACI-
205150,1400,100,LSTM,2,28,256,,,,,4,True,,+ACI-0,5+ACI-
205160,700,50,LSTM,0,28,16,,,,,5,False,,+ACI-0,4+ACI-
205170,250,0,LSTM,1,28,32,,,,,2,False,,+ACI-0,5+ACI-
205180,1400,100,LSTM,2,28,64,,,,,3,True,,+ACI-0,4+ACI-
205190,250,0,LSTM,0,28,128,,,,,4,False,,+ACI-0,4+ACI-
205200,2300,200,LSTM,1,28,256,,,,,5,True,,+ACI-0,4+ACI-
205210,800,200,LSTM,2,28,16,,,,,2,True,,+ACI-0,4+ACI-
205220,2700,300,LSTM,0,28,32,,,,,3,False,,+ACI-0,5+ACI-
205230,150,100,LSTM,2,28,64,,,,,4,True,,+ACI-0,3+ACI-
205240,250,0,LSTM,0,28,128,,,,,5,False,,+ACI-0,3+ACI-
205250,500,250,LSTM,2,28,256,,,,,2,False,,+ACI-0,3+ACI-
205260,450,300,LSTM,0,28,16,,,,,3,True,,+ACI-0,3+ACI-
205270,900,100,LSTM,1,28,32,,,,,4,False,,+ACI-0,4+ACI-
205280,1500,0,LSTM,0,28,64,,,,,5,True,,+ACI-0,4+ACI-
205290,1200,300,LSTM,2,28,128,,,,,2,True,,+ACI-0,4+ACI-
205300,1700,300,LSTM,0,28,256,,,,,3,False,,+ACI-0,5+ACI-
205310,2700,300,LSTM,2,28,16,,,,,4,True,,+ACI-0,4+ACI-
205320,500,0,LSTM,2,28,32,,,,,5,False,,+ACI-0,5+ACI-
205330,2200,300,LSTM,0,28,64,,,,,2,False,,+ACI-0,4+ACI-
205340,1800,200,LSTM,1,28,128,,,,,3,True,,+ACI-0,4+ACI-
205350,700,50,LSTM,2,28,256,,,,,4,False,,+ACI-0,5+ACI-
205360,2200,300,LSTM,0,28,16,,,,,5,True,,+ACI-0,4+ACI-
205370,1500,0,LSTM,0,28,32,,,,,2,True,,+ACI-0,5+ACI-
205380,1300,200,LSTM,1,28,64,,,,,3,False,,+ACI-0,5+ACI-
205390,150,100,LSTM,2,28,128,,,,,4,True,,+ACI-0,5+ACI-
205400,1800,200,LSTM,2,28,256,,,,,5,False,,+ACI-0,3+ACI-
205410,2200,300,LSTM,1,28,16,,,,,2,False,,+ACI-0,3+ACI-
205420,400,100,LSTM,0,28,32,,,,,3,True,,+ACI-0,4+ACI-
205430,700,50,LSTM,1,28,64,,,,,4,False,,+ACI-0,5+ACI-
205440,550,200,LSTM,2,28,128,,,,,5,True,,+ACI-0,4+ACI-
205450,1000,0,LSTM,0,28,256,,,,,2,True,,+ACI-0,4+ACI-
205460,1300,200,LSTM,2,28,16,,,,,3,False,,+ACI-0,5+ACI-
205470,750,0,LSTM,0,28,32,,,,,4,True,,+ACI-0,5+ACI-
205480,250,0,LSTM,1,28,64,,,,,5,False,,+ACI-0,3+ACI-
205490,2800,200,LSTM,2,28,128,,,,,2,False,,+ACI-0,4+ACI-
205500,450,300,LSTM,0,28,256,,,,,3,True,,+ACI-0,5+ACI-
205510,250,0,LSTM,0,28,16,,,,,4,False,,+ACI-0,3+ACI-
205520,1400,100,LSTM,1,28,32,,,,,5,True,,+ACI-0,3+ACI-
205530,450,50,LSTM,2,28,64,,,,,2,True,,+ACI-0,3+ACI-
205540,750,0,LSTM,2,28,128,,,,,3,False,,+ACI-0,4+ACI-
205550,250,0,LSTM,0,28,256,,,,,4,True,,+ACI-0,4+ACI-
205560,750,0,LSTM,1,28,16,,,,,5,False,,+ACI-0,5+ACI-
205570,2200,300,LSTM,0,28,32,,,,,2,False,,+ACI-0,4+ACI-
205580,900,100,LSTM,0,28,64,,,,,3,True,,+ACI-0,4+ACI-
205590,750,0,LSTM,1,28,128,,,,,4,False,,+ACI-0,5+ACI-
205600,450,50,LSTM,2,28,256,,,,,5,True,,+ACI-0,5+ACI-
205610,300,200,LSTM,0,28,16,,,,,2,True,,+ACI-0,4+ACI-
205620,1700,300,LSTM,1,28,32,,,,,3,False,,+ACI-0,3+ACI-
205630,2900,100,LSTM,2,28,64,,,,,4,True,,+ACI-0,5+ACI-
205640,1300,200,LSTM,0,28,128,,,,,5,False,,+ACI-0,4+ACI-
205650,350,150,LSTM,2,28,256,,,,,2,False,,+ACI-0,4+ACI-
205660,2300,200,LSTM,0,28,16,,,,,3,True,,+ACI-0,5+ACI-
205670,1400,100,LSTM,1,28,32,,,,,4,False,,+ACI-0,4+ACI-
205680,2500,0,LSTM,2,28,64,,,,,5,True,,+ACI-0,5+ACI-
205690,1400,100,LSTM,0,28,128,,,,,2,True,,+ACI-0,3+ACI-
205700,2900,100,LSTM,2,28,256,,,,,3,False,,+ACI-0,4+ACI-
205710,2400,100,LSTM,0,28,16,,,,,4,True,,+ACI-0,4+ACI-
205720,700,300,LSTM,1,28,32,,,,,5,False,,+ACI-0,5+ACI-
205730,700,50,LSTM,2,28,64,,,,,2,False,,+ACI-0,5+ACI-
205740,2300,200,LSTM,2,28,128,,,,,3,True,,+ACI-0,3+ACI-
205750,3000,0,LSTM,0,28,256,,,,,4,False,,+ACI-0,5+ACI-
205760,700,50,LSTM,1,28,16,,,,,5,True,,+ACI-0,5+ACI-
205770,1300,200,LSTM,2,28,32,,,,,2,True,,+ACI-0,3+ACI-
205780,1000,0,LSTM,0,28,64,,,,,3,False,,+ACI-0,3+ACI-
205790,650,100,LSTM,1,28,128,,,,,4,True,,+ACI-0,4+ACI-
205800,2900,100,LSTM,0,28,256,,,,,5,False,,+ACI-0,3+ACI-
205810,550,200,LSTM,1,28,16,,,,,2,False,,+ACI-0,3+ACI-
205820,1700,300,LSTM,2,28,32,,,,,3,True,,+ACI-0,5+ACI-
205830,1900,100,LSTM,0,28,64,,,,,4,False,,+ACI-0,5+ACI-
205840,600,150,LSTM,2,28,128,,,,,5,True,,+ACI-0,5+ACI-
205850,2700,300,LSTM,0,28,256,,,,,2,True,,+ACI-0,4+ACI-
205860,2200,300,LSTM,2,28,16,,,,,3,False,,+ACI-0,3+ACI-
205870,1900,100,LSTM,0,28,32,,,,,4,True,,+ACI-0,4+ACI-
205880,2400,100,LSTM,1,28,64,,,,,5,False,,+ACI-0,3+ACI-
205890,350,150,LSTM,2,28,128,,,,,2,False,,+ACI-0,5+ACI-
205900,450,300,LSTM,0,28,256,,,,,3,True,,+ACI-0,4+ACI-
205910,700,50,LSTM,0,28,16,,,,,4,False,,+ACI-0,5+ACI-
205920,900,100,LSTM,1,28,32,,,,,5,True,,+ACI-0,5+ACI-
205930,1700,300,LSTM,2,28,64,,,,,2,True,,+ACI-0,4+ACI-
205940,250,0,LSTM,0,28,128,,,,,3,False,,+ACI-0,5+ACI-
205950,500,0,LSTM,1,28,256,,,,,4,True,,+ACI-0,5+ACI-
205960,800,200,LSTM,0,28,16,,,,,5,False,,+ACI-0,4+ACI-
205970,100,0,LSTM,1,28,32,,,,,2,False,,+ACI-0,4+ACI-
205980,500,0,LSTM,2,28,64,,,,,3,True,,+ACI-0,4+ACI-
205990,2700,300,LSTM,0,28,128,,,,,4,False,,+ACI-0,5+ACI-
206000,500,250,LSTM,1,28,256,,,,,5,True,,+ACI-0,5+ACI-
206010,350,150,LSTM,0,28,16,,,,,2,True,,+ACI-0,3+ACI-
206020,400,100,LSTM,1,28,32,,,,,3,False,,+ACI-0,5+ACI-
206030,1400,100,LSTM,2,28,64,,,,,4,True,,+ACI-0,4+ACI-
206040,250,0,LSTM,1,28,128,,,,,5,False,,+ACI-0,4+ACI-
206050,300,200,LSTM,2,28,256,,,,,2,False,,+ACI-0,3+ACI-
206060,2900,100,LSTM,0,28,16,,,,,3,True,,+ACI-0,5+ACI-
206070,1000,0,LSTM,1,28,32,,,,,4,False,,+ACI-0,5+ACI-
206080,700,300,LSTM,2,28,64,,,,,5,True,,+ACI-0,3+ACI-
206090,600,150,LSTM,0,28,128,,,,,2,True,,+ACI-0,3+ACI-
206100,1000,0,LSTM,1,28,256,,,,,3,False,,+ACI-0,3+ACI-
206110,3000,0,LSTM,0,28,16,,,,,4,True,,+ACI-0,4+ACI-
206120,2200,300,LSTM,2,28,32,,,,,5,False,,+ACI-0,5+ACI-
206130,650,100,LSTM,0,28,64,,,,,2,False,,+ACI-0,5+ACI-
206140,200,50,LSTM,1,28,128,,,,,3,True,,+ACI-0,3+ACI-
206150,1800,200,LSTM,2,28,256,,,,,4,False,,+ACI-0,4+ACI-
206160,150,100,LSTM,0,28,16,,,,,5,True,,+ACI-0,4+ACI-
206170,500,250,LSTM,1,28,32,,,,,2,True,,+ACI-0,4+ACI-
206180,600,150,LSTM,2,28,64,,,,,3,False,,+ACI-0,5+ACI-
206190,700,300,LSTM,0,28,128,,,,,4,True,,+ACI-0,4+ACI-
206200,1200,300,LSTM,1,28,256,,,,,5,False,,+ACI-0,3+ACI-
206210,750,0,LSTM,2,28,16,,,,,2,False,,+ACI-0,3+ACI-
206220,2300,200,LSTM,0,28,32,,,,,3,True,,+ACI-0,4+ACI-
206230,2400,100,LSTM,1,28,64,,,,,4,False,,+ACI-0,3+ACI-
206240,2200,300,LSTM,0,28,128,,,,,5,True,,+ACI-0,3+ACI-
206250,1800,200,LSTM,1,28,256,,,,,2,True,,+ACI-0,3+ACI-
206260,2000,0,LSTM,2,28,16,,,,,3,False,,+ACI-0,5+ACI-
206270,2800,200,LSTM,0,28,32,,,,,4,True,,+ACI-0,4+ACI-
206280,1500,0,LSTM,1,28,64,,,,,5,False,,+ACI-0,5+ACI-
206290,750,0,LSTM,2,28,128,,,,,2,False,,+ACI-0,5+ACI-
206300,500,250,LSTM,0,28,256,,,,,3,True,,+ACI-0,4+ACI-
206310,150,100,LSTM,1,28,16,,,,,4,False,,+ACI-0,5+ACI-
206320,200,50,LSTM,2,28,32,,,,,5,True,,+ACI-0,4+ACI-
206330,700,300,LSTM,1,28,64,,,,,2,True,,+ACI-0,4+ACI-
206340,2500,0,LSTM,2,28,128,,,,,3,False,,+ACI-0,3+ACI-
206350,200,50,LSTM,0,28,256,,,,,4,True,,+ACI-0,4+ACI-
206360,350,150,LSTM,2,28,16,,,,,5,False,,+ACI-0,4+ACI-
206370,2500,0,LSTM,0,28,32,,,,,2,False,,+ACI-0,5+ACI-
206380,700,50,LSTM,1,28,64,,,,,3,True,,+ACI-0,3+ACI-
206390,1400,100,LSTM,2,28,128,,,,,4,False,,+ACI-0,3+ACI-
206400,3000,0,LSTM,0,28,256,,,,,5,True,,+ACI-0,4+ACI-
206410,2300,200,LSTM,1,28,16,,,,,2,True,,+ACI-0,4+ACI-
206420,400,100,LSTM,0,28,32,,,,,3,False,,+ACI-0,5+ACI-
206430,1300,200,LSTM,1,28,64,,,,,4,True,,+ACI-0,5+ACI-
206440,2300,200,LSTM,0,28,128,,,,,5,False,,+ACI-0,3+ACI-
206450,3000,0,LSTM,2,28,256,,,,,2,False,,+ACI-0,5+ACI-
206460,2000,0,LSTM,0,28,16,,,,,3,True,,+ACI-0,4+ACI-
206470,1200,300,LSTM,1,28,32,,,,,4,False,,+ACI-0,4+ACI-
206480,2900,100,LSTM,2,28,64,,,,,5,True,,+ACI-0,4+ACI-
