id,exact+AF8-time+AF8-before+AF8-event,exact+AF8-time+AF8-after+AF8-event,model+AF8-type,val+AF8-fold,in+AF8-channels,hidden+AF8-channels,hidden+AF8-size,kernel+AF8-sizes,d+AF8-model,nhead,num+AF8-layers,bidirectional,dim+AF8-feedforward,dropout+AF8-rate
206490,350,150,LSTM,1,28,128,,,,,2,True,,+ACI-0,5+ACI-
206500,500,250,LSTM,2,28,256,,,,,3,False,,+ACI-0,5+ACI-
206510,900,100,LSTM,0,28,16,,,,,4,True,,+ACI-0,4+ACI-
206520,450,50,LSTM,2,28,32,,,,,5,False,,+ACI-0,5+ACI-
206530,200,50,LSTM,0,28,64,,,,,2,False,,+ACI-0,4+ACI-
206540,150,100,LSTM,1,28,128,,,,,3,True,,+ACI-0,5+ACI-
206550,2400,100,LSTM,0,28,256,,,,,4,False,,+ACI-0,3+ACI-
206560,1700,300,LSTM,1,28,16,,,,,5,True,,+ACI-0,3+ACI-
206570,300,200,LSTM,2,28,32,,,,,2,True,,+ACI-0,3+ACI-
206580,2000,0,LSTM,0,28,64,,,,,3,False,,+ACI-0,4+ACI-
206590,2400,100,LSTM,1,28,128,,,,,4,True,,+ACI-0,4+ACI-
206600,2500,0,LSTM,2,28,256,,,,,5,False,,+ACI-0,3+ACI-
206610,450,300,LSTM,0,28,16,,,,,2,False,,+ACI-0,5+ACI-
206620,500,0,LSTM,1,28,32,,,,,3,True,,+ACI-0,5+ACI-
206630,150,100,LSTM,2,28,64,,,,,4,False,,+ACI-0,4+ACI-
206640,2400,100,LSTM,0,28,128,,,,,5,True,,+ACI-0,5+ACI-
206650,1800,200,LSTM,1,28,256,,,,,2,True,,+ACI-0,5+ACI-
206660,2500,0,LSTM,2,28,16,,,,,3,False,,+ACI-0,4+ACI-
206670,450,300,LSTM,1,28,32,,,,,4,True,,+ACI-0,4+ACI-
206680,600,150,LSTM,0,28,64,,,,,5,False,,+ACI-0,5+ACI-
206690,500,0,LSTM,1,28,128,,,,,2,False,,+ACI-0,4+ACI-
206700,650,100,LSTM,0,28,256,,,,,3,True,,+ACI-0,4+ACI-
206710,2300,200,LSTM,1,28,16,,,,,4,False,,+ACI-0,4+ACI-
206720,450,300,LSTM,2,28,32,,,,,5,True,,+ACI-0,5+ACI-
206730,400,100,LSTM,0,28,64,,,,,2,True,,+ACI-0,5+ACI-
206740,300,200,LSTM,2,28,128,,,,,3,False,,+ACI-0,5+ACI-
206750,1200,300,LSTM,0,28,256,,,,,4,True,,+ACI-0,4+ACI-
206760,2200,300,LSTM,1,28,16,,,,,5,False,,+ACI-0,5+ACI-
206770,2000,0,LSTM,2,28,32,,,,,2,False,,+ACI-0,5+ACI-
206780,650,100,LSTM,0,28,64,,,,,3,True,,+ACI-0,3+ACI-
206790,1300,200,LSTM,1,28,128,,,,,4,False,,+ACI-0,3+ACI-
206800,500,250,LSTM,2,28,256,,,,,5,True,,+ACI-0,4+ACI-
206810,450,300,LSTM,0,28,16,,,,,2,True,,+ACI-0,3+ACI-
206820,2000,0,LSTM,1,28,32,,,,,3,False,,+ACI-0,5+ACI-
206830,450,50,LSTM,2,28,64,,,,,4,True,,+ACI-0,4+ACI-
206840,1300,200,LSTM,0,28,128,,,,,5,False,,+ACI-0,4+ACI-
206850,1000,0,LSTM,1,28,256,,,,,2,False,,+ACI-0,4+ACI-
206860,500,0,LSTM,2,28,16,,,,,3,True,,+ACI-0,5+ACI-
206870,900,100,LSTM,0,28,32,,,,,4,False,,+ACI-0,4+ACI-
206880,800,200,LSTM,1,28,64,,,,,5,True,,+ACI-0,3+ACI-
206890,2900,100,LSTM,2,28,128,,,,,2,True,,+ACI-0,3+ACI-
206900,1900,100,LSTM,0,28,256,,,,,3,False,,+ACI-0,3+ACI-
206910,2800,200,LSTM,1,28,16,,,,,4,True,,+ACI-0,5+ACI-
206920,300,200,LSTM,2,28,32,,,,,5,False,,+ACI-0,3+ACI-
206930,350,150,LSTM,0,28,64,,,,,2,False,,+ACI-0,5+ACI-
206940,900,100,LSTM,1,28,128,,,,,3,True,,+ACI-0,5+ACI-
206950,1500,0,LSTM,0,28,256,,,,,4,False,,+ACI-0,3+ACI-
206960,150,100,LSTM,1,28,16,,,,,5,True,,+ACI-0,5+ACI-
206970,2500,0,LSTM,2,28,32,,,,,2,True,,+ACI-0,4+ACI-
206980,450,300,LSTM,0,28,64,,,,,3,False,,+ACI-0,3+ACI-
206990,1700,300,LSTM,1,28,128,,,,,4,True,,+ACI-0,4+ACI-
207000,800,200,LSTM,2,28,256,,,,,5,False,,+ACI-0,4+ACI-
207010,1900,100,LSTM,0,28,16,,,,,2,False,,+ACI-0,4+ACI-
207020,300,200,LSTM,2,28,32,,,,,3,True,,+ACI-0,5+ACI-
207030,700,50,LSTM,0,28,64,,,,,4,False,,+ACI-0,5+ACI-
207040,2400,100,LSTM,1,28,128,,,,,5,True,,+ACI-0,3+ACI-
207050,600,150,LSTM,2,28,256,,,,,2,True,,+ACI-0,3+ACI-
207060,2400,100,LSTM,0,28,16,,,,,3,False,,+ACI-0,3+ACI-
207070,700,300,LSTM,1,28,32,,,,,4,True,,+ACI-0,3+ACI-
207080,1400,100,LSTM,0,28,64,,,,,5,False,,+ACI-0,4+ACI-
207090,100,0,LSTM,1,28,128,,,,,2,False,,+ACI-0,4+ACI-
207100,700,300,LSTM,2,28,256,,,,,3,True,,+ACI-0,3+ACI-
207110,400,100,LSTM,0,28,16,,,,,4,False,,+ACI-0,3+ACI-
207120,2400,100,LSTM,1,28,32,,,,,5,True,,+ACI-0,4+ACI-
207130,1500,0,LSTM,2,28,64,,,,,2,True,,+ACI-0,5+ACI-
207140,1200,300,LSTM,0,28,128,,,,,3,False,,+ACI-0,5+ACI-
207150,2200,300,LSTM,1,28,256,,,,,4,True,,+ACI-0,3+ACI-
207160,700,300,LSTM,0,28,16,,,,,5,False,,+ACI-0,3+ACI-
207170,2300,200,LSTM,1,28,32,,,,,2,False,,+ACI-0,3+ACI-
207180,700,50,LSTM,1,28,64,,,,,3,True,,+ACI-0,4+ACI-
207190,550,200,LSTM,2,28,128,,,,,4,False,,+ACI-0,3+ACI-
207200,100,0,LSTM,0,28,256,,,,,5,True,,+ACI-0,3+ACI-
207210,100,0,LSTM,2,28,16,,,,,2,True,,+ACI-0,3+ACI-
207220,550,200,LSTM,1,28,32,,,,,3,False,,+ACI-0,5+ACI-
207230,2800,200,LSTM,2,28,64,,,,,4,True,,+ACI-0,3+ACI-
207240,1300,200,LSTM,0,28,128,,,,,5,False,,+ACI-0,3+ACI-
207250,500,250,LSTM,1,28,256,,,,,2,False,,+ACI-0,5+ACI-
207260,2800,200,LSTM,2,28,16,,,,,3,True,,+ACI-0,5+ACI-
207270,300,200,LSTM,1,28,32,,,,,4,False,,+ACI-0,4+ACI-
207280,1300,200,LSTM,2,28,64,,,,,5,True,,+ACI-0,5+ACI-
207290,1300,200,LSTM,0,28,128,,,,,2,True,,+ACI-0,3+ACI-
207300,500,0,LSTM,2,28,256,,,,,3,False,,+ACI-0,4+ACI-
207310,600,150,LSTM,0,28,16,,,,,4,True,,+ACI-0,3+ACI-
207320,300,200,LSTM,1,28,32,,,,,5,False,,+ACI-0,3+ACI-
207330,1500,0,LSTM,1,28,64,,,,,2,False,,+ACI-0,3+ACI-
207340,200,50,LSTM,2,28,128,,,,,3,True,,+ACI-0,4+ACI-
207350,100,0,LSTM,0,28,256,,,,,4,False,,+ACI-0,5+ACI-
207360,1000,0,LSTM,0,28,16,,,,,5,True,,+ACI-0,5+ACI-
207370,400,100,LSTM,1,28,32,,,,,2,True,,+ACI-0,3+ACI-
207380,800,200,LSTM,2,28,64,,,,,3,False,,+ACI-0,5+ACI-
207390,2300,200,LSTM,0,28,128,,,,,4,True,,+ACI-0,4+ACI-
207400,750,0,LSTM,1,28,256,,,,,5,False,,+ACI-0,4+ACI-
207410,1200,300,LSTM,2,28,16,,,,,2,False,,+ACI-0,4+ACI-
207420,2300,200,LSTM,0,28,32,,,,,3,True,,+ACI-0,3+ACI-
207430,1000,0,LSTM,2,28,64,,,,,4,False,,+ACI-0,3+ACI-
207440,2000,0,LSTM,1,28,128,,,,,5,True,,+ACI-0,4+ACI-
207450,2500,0,LSTM,2,28,256,,,,,2,True,,+ACI-0,4+ACI-
207460,700,50,LSTM,0,28,16,,,,,3,False,,+ACI-0,3+ACI-
207470,1400,100,LSTM,1,28,32,,,,,4,True,,+ACI-0,4+ACI-
207480,1200,300,LSTM,2,28,64,,,,,5,False,,+ACI-0,4+ACI-
207490,550,200,LSTM,1,28,128,,,,,2,False,,+ACI-0,4+ACI-
207500,1900,100,LSTM,2,28,256,,,,,3,True,,+ACI-0,3+ACI-
207510,300,200,LSTM,1,28,16,,,,,4,False,,+ACI-0,5+ACI-
207520,1300,200,LSTM,2,28,32,,,,,5,True,,+ACI-0,4+ACI-
207530,900,100,LSTM,0,28,64,,,,,2,True,,+ACI-0,4+ACI-
207540,650,100,LSTM,1,28,128,,,,,3,False,,+ACI-0,3+ACI-
207550,150,100,LSTM,2,28,256,,,,,4,True,,+ACI-0,3+ACI-
207560,200,50,LSTM,1,28,16,,,,,5,False,,+ACI-0,3+ACI-
207570,550,200,LSTM,2,28,32,,,,,2,False,,+ACI-0,3+ACI-
207580,700,300,LSTM,0,28,64,,,,,3,True,,+ACI-0,3+ACI-
207590,450,300,LSTM,1,28,128,,,,,4,False,,+ACI-0,3+ACI-
207600,550,200,LSTM,2,28,256,,,,,5,True,,+ACI-0,3+ACI-
207610,1900,100,LSTM,1,28,16,,,,,2,True,,+ACI-0,5+ACI-
207620,1400,100,LSTM,1,28,32,,,,,3,False,,+ACI-0,3+ACI-
207630,1400,100,LSTM,2,28,64,,,,,4,True,,+ACI-0,4+ACI-
207640,450,50,LSTM,0,28,128,,,,,5,False,,+ACI-0,4+ACI-
207650,1500,0,LSTM,1,28,256,,,,,2,False,,+ACI-0,3+ACI-
207660,2200,300,LSTM,0,28,16,,,,,3,True,,+ACI-0,3+ACI-
207670,750,0,LSTM,1,28,32,,,,,4,False,,+ACI-0,5+ACI-
207680,450,50,LSTM,2,28,64,,,,,5,True,,+ACI-0,3+ACI-
207690,450,50,LSTM,2,28,128,,,,,2,True,,+ACI-0,3+ACI-
207700,100,0,LSTM,0,28,256,,,,,3,False,,+ACI-0,4+ACI-
207710,700,50,LSTM,1,28,16,,,,,4,True,,+ACI-0,4+ACI-
207720,1900,100,LSTM,2,28,32,,,,,5,False,,+ACI-0,3+ACI-
207730,450,50,LSTM,1,28,64,,,,,2,False,,+ACI-0,4+ACI-
207740,2900,100,LSTM,2,28,128,,,,,3,True,,+ACI-0,4+ACI-
207750,1300,200,LSTM,0,28,256,,,,,4,False,,+ACI-0,3+ACI-
207760,1200,300,LSTM,1,28,16,,,,,5,True,,+ACI-0,5+ACI-
207770,2800,200,LSTM,2,28,32,,,,,2,True,,+ACI-0,3+ACI-
207780,350,150,LSTM,1,28,64,,,,,3,False,,+ACI-0,5+ACI-
207790,500,0,LSTM,2,28,128,,,,,4,True,,+ACI-0,3+ACI-
207800,250,0,LSTM,0,28,256,,,,,5,False,,+ACI-0,4+ACI-
207810,600,150,LSTM,1,28,16,,,,,2,False,,+ACI-0,4+ACI-
207820,2300,200,LSTM,2,28,32,,,,,3,True,,+ACI-0,3+ACI-
207830,750,0,LSTM,1,28,64,,,,,4,False,,+ACI-0,3+ACI-
207840,150,100,LSTM,2,28,128,,,,,5,True,,+ACI-0,5+ACI-
207850,500,250,LSTM,0,28,256,,,,,2,True,,+ACI-0,5+ACI-
207860,1400,100,LSTM,1,28,16,,,,,3,False,,+ACI-0,4+ACI-
207870,2400,100,LSTM,2,28,32,,,,,4,True,,+ACI-0,4+ACI-
207880,750,0,LSTM,1,28,64,,,,,5,False,,+ACI-0,4+ACI-
207890,200,50,LSTM,2,28,128,,,,,2,False,,+ACI-0,5+ACI-
207900,2300,200,LSTM,0,28,256,,,,,3,True,,+ACI-0,4+ACI-
207910,2300,200,LSTM,1,28,16,,,,,4,False,,+ACI-0,4+ACI-
207920,650,100,LSTM,2,28,32,,,,,5,True,,+ACI-0,4+ACI-
207930,500,0,LSTM,0,28,64,,,,,2,True,,+ACI-0,4+ACI-
207940,2900,100,LSTM,2,28,128,,,,,3,False,,+ACI-0,5+ACI-
207950,2200,300,LSTM,0,28,256,,,,,4,True,,+ACI-0,5+ACI-
207960,600,150,LSTM,2,28,16,,,,,5,False,,+ACI-0,5+ACI-
207970,200,50,LSTM,2,28,32,,,,,2,False,,+ACI-0,3+ACI-
207980,400,100,LSTM,0,28,64,,,,,3,True,,+ACI-0,3+ACI-
207990,1000,0,LSTM,1,28,128,,,,,4,False,,+ACI-0,5+ACI-
208000,2800,200,LSTM,2,28,256,,,,,5,True,,+ACI-0,4+ACI-
208010,1700,300,LSTM,2,28,16,,,,,2,True,,+ACI-0,4+ACI-
208020,250,0,LSTM,0,28,32,,,,,3,False,,+ACI-0,5+ACI-
208030,1000,0,LSTM,1,28,64,,,,,4,True,,+ACI-0,3+ACI-
208040,400,100,LSTM,2,28,128,,,,,5,False,,+ACI-0,5+ACI-
208050,1800,200,LSTM,2,28,256,,,,,2,False,,+ACI-0,5+ACI-
208060,2300,200,LSTM,0,28,16,,,,,3,True,,+ACI-0,5+ACI-
208070,700,300,LSTM,2,28,32,,,,,4,False,,+ACI-0,3+ACI-
208080,700,50,LSTM,0,28,64,,,,,5,True,,+ACI-0,3+ACI-
208090,800,200,LSTM,2,28,128,,,,,2,True,,+ACI-0,3+ACI-
208100,450,300,LSTM,1,28,256,,,,,3,False,,+ACI-0,4+ACI-
208110,450,50,LSTM,2,28,16,,,,,4,True,,+ACI-0,4+ACI-
208120,250,0,LSTM,0,28,32,,,,,5,False,,+ACI-0,5+ACI-
208130,600,150,LSTM,1,28,64,,,,,2,False,,+ACI-0,5+ACI-
208140,2700,300,LSTM,2,28,128,,,,,3,True,,+ACI-0,5+ACI-
208150,2500,0,LSTM,1,28,256,,,,,4,False,,+ACI-0,4+ACI-
208160,2000,0,LSTM,2,28,16,,,,,5,True,,+ACI-0,5+ACI-
208170,1800,200,LSTM,1,28,32,,,,,2,True,,+ACI-0,5+ACI-
208180,100,0,LSTM,2,28,64,,,,,3,False,,+ACI-0,3+ACI-
208190,450,300,LSTM,0,28,128,,,,,4,True,,+ACI-0,5+ACI-
208200,700,300,LSTM,1,28,256,,,,,5,False,,+ACI-0,4+ACI-
208210,1300,200,LSTM,2,28,16,,,,,2,False,,+ACI-0,3+ACI-
208220,650,100,LSTM,0,28,32,,,,,3,True,,+ACI-0,4+ACI-
208230,2400,100,LSTM,1,28,64,,,,,4,False,,+ACI-0,5+ACI-
208240,800,200,LSTM,2,28,128,,,,,5,True,,+ACI-0,4+ACI-
208250,2200,300,LSTM,1,28,256,,,,,2,True,,+ACI-0,4+ACI-
208260,2800,200,LSTM,2,28,16,,,,,3,False,,+ACI-0,5+ACI-
208270,400,100,LSTM,1,28,32,,,,,4,True,,+ACI-0,3+ACI-
208280,2400,100,LSTM,0,28,64,,,,,5,False,,+ACI-0,3+ACI-
208290,2900,100,LSTM,1,28,128,,,,,2,False,,+ACI-0,3+ACI-
208300,1800,200,LSTM,0,28,256,,,,,3,True,,+ACI-0,3+ACI-
208310,2700,300,LSTM,1,28,16,,,,,4,False,,+ACI-0,3+ACI-
208320,450,300,LSTM,2,28,32,,,,,5,True,,+ACI-0,3+ACI-
208330,1900,100,LSTM,1,28,64,,,,,2,True,,+ACI-0,3+ACI-
208340,500,0,LSTM,2,28,128,,,,,3,False,,+ACI-0,4+ACI-
208350,3000,0,LSTM,0,28,256,,,,,4,True,,+ACI-0,3+ACI-
208360,1500,0,LSTM,1,28,16,,,,,5,False,,+ACI-0,5+ACI-
208370,500,250,LSTM,2,28,32,,,,,2,False,,+ACI-0,3+ACI-
208380,400,100,LSTM,0,28,64,,,,,3,True,,+ACI-0,3+ACI-
208390,700,50,LSTM,1,28,128,,,,,4,False,,+ACI-0,4+ACI-
208400,500,0,LSTM,0,28,256,,,,,5,True,,+ACI-0,3+ACI-
208410,100,0,LSTM,1,28,16,,,,,2,True,,+ACI-0,3+ACI-
208420,1300,200,LSTM,2,28,32,,,,,3,False,,+ACI-0,5+ACI-
208430,350,150,LSTM,0,28,64,,,,,4,True,,+ACI-0,5+ACI-
208440,200,50,LSTM,1,28,128,,,,,5,False,,+ACI-0,5+ACI-
208450,350,150,LSTM,2,28,256,,,,,2,False,,+ACI-0,3+ACI-
208460,2400,100,LSTM,0,28,16,,,,,3,True,,+ACI-0,4+ACI-
208470,1400,100,LSTM,1,28,32,,,,,4,False,,+ACI-0,4+ACI-
208480,2000,0,LSTM,0,28,64,,,,,5,True,,+ACI-0,3+ACI-
208490,400,100,LSTM,1,28,128,,,,,2,True,,+ACI-0,4+ACI-
208500,350,150,LSTM,0,28,256,,,,,3,False,,+ACI-0,4+ACI-
208510,2200,300,LSTM,1,28,16,,,,,4,True,,+ACI-0,4+ACI-
208520,150,100,LSTM,2,28,32,,,,,5,False,,+ACI-0,4+ACI-
208530,550,200,LSTM,0,28,64,,,,,2,False,,+ACI-0,5+ACI-
208540,2700,300,LSTM,2,28,128,,,,,3,True,,+ACI-0,3+ACI-
208550,100,0,LSTM,0,28,256,,,,,4,False,,+ACI-0,3+ACI-
208560,3000,0,LSTM,1,28,16,,,,,5,True,,+ACI-0,4+ACI-
208570,150,100,LSTM,1,28,32,,,,,2,True,,+ACI-0,4+ACI-
208580,1500,0,LSTM,2,28,64,,,,,3,False,,+ACI-0,4+ACI-
208590,1500,0,LSTM,0,28,128,,,,,4,True,,+ACI-0,4+ACI-
208600,1800,200,LSTM,1,28,256,,,,,5,False,,+ACI-0,4+ACI-
208610,400,100,LSTM,0,28,16,,,,,2,False,,+ACI-0,5+ACI-
208620,1900,100,LSTM,1,28,32,,,,,3,True,,+ACI-0,3+ACI-
208630,450,50,LSTM,0,28,64,,,,,4,False,,+ACI-0,4+ACI-
208640,1400,100,LSTM,1,28,128,,,,,5,True,,+ACI-0,4+ACI-
208650,2400,100,LSTM,2,28,256,,,,,2,True,,+ACI-0,3+ACI-
208660,700,50,LSTM,1,28,16,,,,,3,False,,+ACI-0,3+ACI-
208670,1700,300,LSTM,2,28,32,,,,,4,True,,+ACI-0,3+ACI-
208680,2400,100,LSTM,0,28,64,,,,,5,False,,+ACI-0,3+ACI-
208690,450,300,LSTM,2,28,128,,,,,2,False,,+ACI-0,3+ACI-
208700,550,200,LSTM,0,28,256,,,,,3,True,,+ACI-0,5+ACI-
208710,1400,100,LSTM,1,28,16,,,,,4,False,,+ACI-0,5+ACI-
208720,3000,0,LSTM,2,28,32,,,,,5,True,,+ACI-0,3+ACI-
208730,2200,300,LSTM,0,28,64,,,,,2,True,,+ACI-0,4+ACI-
208740,550,200,LSTM,1,28,128,,,,,3,False,,+ACI-0,5+ACI-
208750,700,50,LSTM,2,28,256,,,,,4,True,,+ACI-0,4+ACI-
208760,1300,200,LSTM,0,28,16,,,,,5,False,,+ACI-0,4+ACI-
208770,1400,100,LSTM,1,28,32,,,,,2,False,,+ACI-0,3+ACI-
208780,3000,0,LSTM,2,28,64,,,,,3,True,,+ACI-0,4+ACI-
208790,750,0,LSTM,0,28,128,,,,,4,False,,+ACI-0,5+ACI-
208800,500,0,LSTM,1,28,256,,,,,5,True,,+ACI-0,3+ACI-
208810,1000,0,LSTM,2,28,16,,,,,2,True,,+ACI-0,5+ACI-
208820,2000,0,LSTM,0,28,32,,,,,3,False,,+ACI-0,3+ACI-
208830,350,150,LSTM,1,28,64,,,,,4,True,,+ACI-0,5+ACI-
208840,3000,0,LSTM,2,28,128,,,,,5,False,,+ACI-0,4+ACI-
208850,1000,0,LSTM,0,28,256,,,,,2,False,,+ACI-0,5+ACI-
208860,700,300,LSTM,1,28,16,,,,,3,True,,+ACI-0,5+ACI-
208870,900,100,LSTM,2,28,32,,,,,4,False,,+ACI-0,3+ACI-
208880,3000,0,LSTM,0,28,64,,,,,5,True,,+ACI-0,5+ACI-
208890,2800,200,LSTM,1,28,128,,,,,2,True,,+ACI-0,3+ACI-
208900,400,100,LSTM,0,28,256,,,,,3,False,,+ACI-0,4+ACI-
208910,2700,300,LSTM,0,28,16,,,,,4,True,,+ACI-0,5+ACI-
208920,700,50,LSTM,1,28,32,,,,,5,False,,+ACI-0,4+ACI-
208930,2700,300,LSTM,0,28,64,,,,,2,False,,+ACI-0,4+ACI-
208940,150,100,LSTM,1,28,128,,,,,3,True,,+ACI-0,4+ACI-
208950,2800,200,LSTM,2,28,256,,,,,4,False,,+ACI-0,5+ACI-
208960,200,50,LSTM,0,28,16,,,,,5,True,,+ACI-0,3+ACI-
208970,2400,100,LSTM,2,28,32,,,,,2,True,,+ACI-0,5+ACI-
208980,2200,300,LSTM,0,28,64,,,,,3,False,,+ACI-0,3+ACI-
208990,700,300,LSTM,1,28,128,,,,,4,True,,+ACI-0,3+ACI-
209000,1700,300,LSTM,2,28,256,,,,,5,False,,+ACI-0,3+ACI-
209010,200,50,LSTM,0,28,16,,,,,2,False,,+ACI-0,3+ACI-
209020,700,50,LSTM,1,28,32,,,,,3,True,,+ACI-0,4+ACI-
209030,500,0,LSTM,1,28,64,,,,,4,False,,+ACI-0,3+ACI-
209040,2800,200,LSTM,1,28,128,,,,,5,True,,+ACI-0,4+ACI-
209050,1700,300,LSTM,2,28,256,,,,,2,True,,+ACI-0,5+ACI-
209060,2200,300,LSTM,0,28,16,,,,,3,False,,+ACI-0,4+ACI-
209070,600,150,LSTM,1,28,32,,,,,4,True,,+ACI-0,5+ACI-
209080,750,0,LSTM,0,28,64,,,,,5,False,,+ACI-0,3+ACI-
209090,3000,0,LSTM,1,28,128,,,,,2,False,,+ACI-0,3+ACI-
209100,300,200,LSTM,2,28,256,,,,,3,True,,+ACI-0,4+ACI-
209110,1000,0,LSTM,0,28,16,,,,,4,False,,+ACI-0,5+ACI-
209120,900,100,LSTM,1,28,32,,,,,5,True,,+ACI-0,5+ACI-
209130,450,50,LSTM,2,28,64,,,,,2,True,,+ACI-0,5+ACI-
209140,550,200,LSTM,0,28,128,,,,,3,False,,+ACI-0,5+ACI-
209150,2900,100,LSTM,1,28,256,,,,,4,True,,+ACI-0,5+ACI-
209160,1000,0,LSTM,2,28,16,,,,,5,False,,+ACI-0,3+ACI-
209170,550,200,LSTM,0,28,32,,,,,2,False,,+ACI-0,4+ACI-
209180,300,200,LSTM,1,28,64,,,,,3,True,,+ACI-0,5+ACI-
209190,800,200,LSTM,2,28,128,,,,,4,False,,+ACI-0,3+ACI-
209200,350,150,LSTM,0,28,256,,,,,5,True,,+ACI-0,4+ACI-
209210,1400,100,LSTM,2,28,16,,,,,2,True,,+ACI-0,3+ACI-
209220,1900,100,LSTM,0,28,32,,,,,3,False,,+ACI-0,5+ACI-
209230,1300,200,LSTM,2,28,64,,,,,4,True,,+ACI-0,5+ACI-
209240,800,200,LSTM,0,28,128,,,,,5,False,,+ACI-0,3+ACI-
209250,2500,0,LSTM,1,28,256,,,,,2,False,,+ACI-0,4+ACI-
209260,550,200,LSTM,2,28,16,,,,,3,True,,+ACI-0,3+ACI-
209270,100,0,LSTM,0,28,32,,,,,4,False,,+ACI-0,3+ACI-
209280,1500,0,LSTM,1,28,64,,,,,5,True,,+ACI-0,5+ACI-
209290,200,50,LSTM,0,28,128,,,,,2,True,,+ACI-0,3+ACI-
209300,1000,0,LSTM,2,28,256,,,,,3,False,,+ACI-0,4+ACI-
209310,650,100,LSTM,0,28,16,,,,,4,True,,+ACI-0,4+ACI-
209320,1400,100,LSTM,1,28,32,,,,,5,False,,+ACI-0,3+ACI-
209330,700,50,LSTM,2,28,64,,,,,2,False,,+ACI-0,5+ACI-
209340,1700,300,LSTM,0,28,128,,,,,3,True,,+ACI-0,3+ACI-
209350,1200,300,LSTM,2,28,256,,,,,4,False,,+ACI-0,4+ACI-
209360,600,150,LSTM,0,28,16,,,,,5,True,,+ACI-0,5+ACI-
209370,500,250,LSTM,1,28,32,,,,,2,True,,+ACI-0,5+ACI-
209380,2900,100,LSTM,2,28,64,,,,,3,False,,+ACI-0,4+ACI-
209390,1500,0,LSTM,0,28,128,,,,,4,True,,+ACI-0,4+ACI-
209400,650,100,LSTM,1,28,256,,,,,5,False,,+ACI-0,5+ACI-
209410,2200,300,LSTM,2,28,16,,,,,2,False,,+ACI-0,5+ACI-
209420,2400,100,LSTM,0,28,32,,,,,3,True,,+ACI-0,3+ACI-
209430,350,150,LSTM,1,28,64,,,,,4,False,,+ACI-0,5+ACI-
209440,2000,0,LSTM,2,28,128,,,,,5,True,,+ACI-0,3+ACI-
209450,1700,300,LSTM,1,28,256,,,,,2,True,,+ACI-0,5+ACI-
209460,3000,0,LSTM,0,28,16,,,,,3,False,,+ACI-0,4+ACI-
209470,900,100,LSTM,1,28,32,,,,,4,True,,+ACI-0,5+ACI-
209480,100,0,LSTM,2,28,64,,,,,5,False,,+ACI-0,5+ACI-
209490,2800,200,LSTM,0,28,128,,,,,2,False,,+ACI-0,3+ACI-
209500,2500,0,LSTM,2,28,256,,,,,3,True,,+ACI-0,3+ACI-
209510,1800,200,LSTM,0,28,16,,,,,4,False,,+ACI-0,4+ACI-
209520,1000,0,LSTM,0,28,32,,,,,5,True,,+ACI-0,3+ACI-
209530,2800,200,LSTM,1,28,64,,,,,2,True,,+ACI-0,4+ACI-
209540,550,200,LSTM,2,28,128,,,,,3,False,,+ACI-0,3+ACI-
209550,1900,100,LSTM,0,28,256,,,,,4,True,,+ACI-0,5+ACI-
209560,300,200,LSTM,1,28,16,,,,,5,False,,+ACI-0,3+ACI-
209570,200,50,LSTM,2,28,32,,,,,2,False,,+ACI-0,4+ACI-
209580,750,0,LSTM,0,28,64,,,,,3,True,,+ACI-0,3+ACI-
209590,1400,100,LSTM,1,28,128,,,,,4,False,,+ACI-0,5+ACI-
209600,1200,300,LSTM,0,28,256,,,,,5,True,,+ACI-0,4+ACI-
209610,100,0,LSTM,1,28,16,,,,,2,True,,+ACI-0,5+ACI-
209620,2800,200,LSTM,2,28,32,,,,,3,False,,+ACI-0,4+ACI-
209630,2300,200,LSTM,0,28,64,,,,,4,True,,+ACI-0,4+ACI-
209640,200,50,LSTM,1,28,128,,,,,5,False,,+ACI-0,3+ACI-
209650,750,0,LSTM,2,28,256,,,,,2,False,,+ACI-0,4+ACI-
209660,800,200,LSTM,0,28,16,,,,,3,True,,+ACI-0,5+ACI-
209670,1300,200,LSTM,0,28,32,,,,,4,False,,+ACI-0,5+ACI-
209680,800,200,LSTM,2,28,64,,,,,5,True,,+ACI-0,3+ACI-
209690,300,200,LSTM,0,28,128,,,,,2,True,,+ACI-0,5+ACI-
209700,1800,200,LSTM,1,28,256,,,,,3,False,,+ACI-0,3+ACI-
209710,250,0,LSTM,0,28,16,,,,,4,True,,+ACI-0,4+ACI-
209720,450,50,LSTM,1,28,32,,,,,5,False,,+ACI-0,4+ACI-
209730,2000,0,LSTM,2,28,64,,,,,2,False,,+ACI-0,3+ACI-
209740,2300,200,LSTM,0,28,128,,,,,3,True,,+ACI-0,5+ACI-
209750,2000,0,LSTM,2,28,256,,,,,4,False,,+ACI-0,4+ACI-
209760,3000,0,LSTM,0,28,16,,,,,5,True,,+ACI-0,4+ACI-
209770,2900,100,LSTM,1,28,32,,,,,2,True,,+ACI-0,5+ACI-
209780,2800,200,LSTM,2,28,64,,,,,3,False,,+ACI-0,4+ACI-
209790,550,200,LSTM,0,28,128,,,,,4,True,,+ACI-0,5+ACI-
209800,250,0,LSTM,1,28,256,,,,,5,False,,+ACI-0,3+ACI-
209810,500,250,LSTM,2,28,16,,,,,2,False,,+ACI-0,3+ACI-
